Video ID, Number of times played 
FuLaSGPycL8, 9 
wg4hV0ziH-g, 9 
01zyTvI4lmg, 9 
m1GwG0mPHLw, 9 
YnopHCL1Jk8, 9 
32kYH6XZrIo, 9 
kTJczUoc26U, 9 
-aIhPtaTQ6c, 9 
ZbZSe6N_BXs, 9 
bvWRMAU6V-c, 9 
iCFOcqsnc9Y, 9 
lF7VsxNzw2w, 9 
XPZDEWBzneY, 9 
WZB7yswo6a0, 9 
RsW66teC0BQ, 9 
waAlgFq9Xq8, 9 
4z2yNxfBRM4, 9 
BC19kwABFwc, 9 
QwxqfEMiO0g, 9 
phaJXp_zMYM, 9 
IgBbjwHv9As, 9 
ecRrVyKuSoc, 9 
OxO3AePXkGY, 9 
UuMX8Kf3Wyw, 9 
P8JEm4d6Wu4, 9 
ssFgYNn0BUA, 9 
4jruIxA_THI, 9 
K7JrX7PHGBE, 9 
45Zvfdoc4i0, 9 
5ApYxYYu_f8, 9 
WVocrFSPXgk, 9 
l6Y6yDkLAEc, 9 
xK_tecWMmRI, 9 
FY3fKwXLezs, 9 
bQyH9KAA0ms, 9 
uQosed3DJRI, 9 
H8nThaUilLw, 9 
7oLl7i0K-Us, 9 
nvXhg1opVQc, 9 
WcsTULLjKYs, 9 
LJZOeK6HbvI, 9 
HuM8eQNPTOs, 9 
FBWhwDa5rn0, 9 
94TZJO_PXhU, 9 
X4prmOZNPmM, 9 
R1rVTOHWhYc, 9 
OoJBMjjIXY4, 9 
XmtXC_n6X6Q, 9 
EIyixC9NsLI, 9 
fs_GkHYW2vM, 9 
ZczjeUy_Wrw, 9 
A1X3d2zWx94, 8 
YCP7b67_c7k, 8 
YqeW9_5kURI, 8 
IwLSrNu1ppI, 8 
xFrGuyw1V8s, 8 
Kq4OtRsdXls, 8 
EskBsvN5tDU, 8 
eimgRedLkkU, 8 
vqhDkP-Je3E, 8 
rVeMiVU77wo, 8 
jhExvE5fvJw, 8 
0TiEO149Ydc, 8 
bl5TUw7sUBs, 8 
SBjQ9tuuTJQ, 8 
ap0mqwvf7H0, 8 
b0ZsV3Fzzoo, 8 
jM8dCGIm6yc, 8 
aCyGvGEtOwc, 8 
n4SXte6Qjik, 8 
6M6samPEMpM, 8 
kIDWgqDBNXA, 8 
h4UqMyldS7Q, 8 
aGCdLKXNF3w, 8 
eJO5HU_7_1w, 8 
hvvjiE4AdUI, 8 
ZHwVBirqD2s, 8 
9UaKk-y5c8o, 8 
feA64wXhbjo, 8 
xuCn8ux2gbs, 8 
rg6CiPI6h2g, 8 
eVTXPUF4Oz4, 8 
O4irXQhgMqg, 8 
qORYO0atB6g, 8 
wTP2RUD_cL0, 8 
sOnqjkJTMaA, 8 
1Rx_p3NW7gQ, 8 
sy9l7y7npGs, 8 
UVadfCxNnoY, 8 
Z78wu_6BpY0, 8 
AltMeuPkWRs, 8 
qmsbP13xu6k, 8 
dDj7DuHVV9E, 8 
LpbrvJzHITU, 8 
37StRy0LEbI, 8 
fIeqSwhTPBw, 8 
XXYlFuWEuKI, 8 
v6HBZC9pZHQ, 8 
fNFzfwLM72c, 8 
PbgKEjNBHqM, 8 
jVYLG9qpY_8, 8 
AbV-Q6tz4B8, 8 
Ee_uujKuJMI, 8 
Y5fBdpreJiU, 8 
aCkSr0ugTIM, 8 
LcHZ4v75z2w, 8 
UTHLKHL_whs, 8 
VHU4IM4sd6k, 8 
0RXdd0pCJ9Q, 8 
6qTghUgMOeY, 8 
_EVKy35L7MM, 8 
jRGrNDV2mKc, 8 
NdCXA5MZPPQ, 8 
uAOR6ib95kQ, 8 
F1B9Fk_SgI0, 8 
4fndeDfaWCg, 8 
EqQuihD0hoI, 8 
Kgjkth6BRRY, 8 
atgEfJIWpBY, 8 
QH2-TGUlwu4, 8 
MlW7T0SUH0E, 8 
X2cl6_DVpFI, 8 
kemivUKb4f4, 8 
LDU_Txk06tM, 8 
dzTAPY4uEYE, 8 
0J2QdDbelmY, 8 
BZlRt05RY9Y, 8 
CMwKXTnOTVc, 8 
e5nyQmaq4k4, 8 
4JipHEz53sU, 8 
WOQIybIVevs, 8 
oavMtUWDBTM, 8 
cxEdZmeUZs0, 8 
ETfiUYij5UE, 8 
7tIeexlSBjA, 8 
0qanF-91aJo, 8 
sKQIWaEPplQ, 8 
3Xl0Qr0uXuY, 8 
52Gg9CqhbP8, 8 
L-iepu3EtyE, 8 
PLOPygVcaVE, 8 
s7ZsYe5Uwg0, 8 
_xJUCsyMQes, 8 
S8zhnXZdTFM, 8 
J2WP-55FLNk, 8 
QZXc39hT8t4, 8 
z6TxefP99j4, 8 
AEYN5w4T_aM, 8 
Xh6poOnuHh0, 8 
SEPMuyGe7dg, 8 
sDvXhZtcp0w, 8 
waEC-8GFTP4, 8 
0ancMN5HDbo, 8 
OS8taasZl8k, 8 
iBYv11tqi-w, 8 
sn2O5mdt3E4, 8 
ooZwmeUfuXg, 8 
kEPfM3jSoBw, 8 
nfUTdkisVd0, 8 
I0sD0Tm7aCk, 8 
tJCEPE0IJ8Y, 8 
sMbUWoiPKqM, 8 
WnM2dhgPGu4, 8 
56ojW_pCNxg, 8 
5mmBFHOiA9c, 8 
Rnx08JFs6nQ, 8 
t-trNNrjtu0, 8 
Y0PgwKTqkaE, 8 
X53ZSxkQ3Ho, 8 
dN0c88XN7eU, 8 
avziDm9NjLI, 8 
jJdlgKzVsnI, 8 
hRrQusgrymU, 8 
Zq7sy5FV47I, 8 
dO-YTR3C4sE, 8 
AJHERkV0HUE, 8 
RzqwPRhCp10, 8 
tO-D_86QXqA, 8 
KIV0JD-SWp4, 8 
c_Tyuxey3Zs, 8 
dDvDE2sNdHc, 8 
spi6yOS6zy4, 8 
kaI1xtViwKE, 8 
ACn7NdiA7iU, 8 
i7D_t1fW0VU, 8 
bmeNWDAGV5E, 8 
vEEb0eq0qas, 8 
RPw2uFyvlOc, 8 
Din_eWjJWe0, 8 
aBf-szvAH10, 8 
YyAu170axTM, 8 
BqnG_Ei35JE, 7 
CICIOJqEb5c, 7 
6CHs4x2uqcQ, 7 
hT7x1NvGf5k, 7 
hEMm7gxBYSc, 7 
M97vR2V4vTs, 7 
YJ62VegUehY, 7 
24cRAFsSaiI, 7 
989-7xsRLR4, 7 
t-wFKNy0MZQ, 7 
yHM4pN1chAE, 7 
P3QS83ubhHE, 7 
Jcu1AHaTchM, 7 
r0bS-YnLf4s, 7 
q1HW6DdBCKw, 7 
Y6ljFaKRTrI, 7 
XpSOWfFtKJE, 7 
wmin5WkOuPw, 7 
X-C2EDE8rew, 7 
FssULNGSZIA, 7 
TfG4PE2avUQ, 7 
AEyGZlBdkaA, 7 
Cwkej79U3ek, 7 
3KL9mRus19o, 7 
DL7-CKirWZE, 7 
X9fLbfzCqWw, 7 
DtVBCG6ThDk, 7 
4-43lLKaqBQ, 7 
EbDMNjT-QpI, 7 
6Ejga4kJUts, 7 
CffwDZW3KEU, 7 
weRHyjj34ZE, 7 
wsdy_rct6uo, 7 
1lyu1KKwC74, 7 
DUT5rEU6pqM, 7 
aYDfwUJzYQg, 7 
pkcJEvMcnEg, 7 
wCDIYvFmgW8, 7 
bx1Bh8ZvH84, 7 
vPzDTfIb0DU, 7 
eFTLKWw542g, 7 
zxlth8dwIDI, 7 
XhzpxjuwZy0, 7 
W7FfCJb8JZQ, 7 
vabnZ9-ex7o, 7 
pVHKp6ffURY, 7 
1vrEljMfXYo, 7 
t4kkzsRJObE, 7 
IuUDRU9-HRk, 7 
7_VcetZyR3I, 7 
HcgEHrwdSO4, 7 
j_QLzthSkfM, 7 
rY0WxgSXdEE, 7 
Zi_XLOBDo_Y, 7 
3mbvWn1EY6g, 7 
N2FPQvwhSDY, 7 
GYLBjScgb7o, 7 
X2WH8mHJnhM, 7 
y-1Sz56n9uE, 7 
aTGDlljjgEc, 7 
yrOnGpXEYUE, 7 
q2Crgnrrojk, 7 
8GVAXexU3gU, 7 
PqGcJ2zqz6c, 7 
9aofoBrFNdg, 7 
MV_3Dpw-BRY, 7 
aA6jADh7ZhM, 7 
_9WI4w9yj0k, 7 
MYxAiK6VnXw, 7 
TIfAkOBMf5A, 7 
F5tSoaJ93ac, 7 
L0MK7qz13bU, 7 
w8HdOHrc3OQ, 7 
teheOa54sL0, 7 
zA52uNzx7Y4, 7 
Eo-KmOd3i7s, 7 
XvziPPpryv0, 7 
60ItHLz5WEA, 7 
cZzK32Cfcq8, 7 
9bZkp7q19f0, 7 
qoAxRICB9j8, 7 
PeMvMNpvB5M, 7 
ULEczf44OY8, 7 
VufilzHKTqk, 7 
E45fogGN_Y8, 7 
9HDEHj2yzew, 7 
3JWTaaS7LdU, 7 
HL9kaJZw8iw, 7 
RlNhD0oS5pk, 7 
OcHUd6N-KnY, 7 
ah0-ypR3iQc, 7 
JlsYIui-KTo, 7 
kHxPPwNySzw, 7 
ENXvZ9YRjbo, 7 
mR1HPBxcaVI, 7 
OnzkhQsmSag, 7 
B1zCN0YhW1s, 7 
D1gl46hh3sQ, 7 
gVRD8GauIlI, 7 
KhBCNxgI_nU, 7 
NS3z4SoabMw, 7 
N3oCS85HvpY, 7 
4IHDZ4_8oN0, 7 
KnumAWWWgUE, 7 
-N4jf6rtyuw, 7 
bWXazVhlyxQ, 7 
07P538K83iU, 7 
ebXbLfLACGM, 7 
RwW53usIUJQ, 7 
YGpak_xS47o, 7 
9TYETIPIZqY, 7 
EAmIEQb9QhM, 7 
2Y6Nne8RvaA, 7 
0Uc3ZrmhDN4, 7 
iEVSBh-oWyw, 7 
PqiZ_gryYUQ, 7 
WRmBChQjZPs, 7 
UvRizb9ebP8, 7 
UhCuDvuGKMM, 7 
TwJaELXadKo, 7 
ahUTjX1vUQE, 7 
aJXt05pOn0s, 7 
u2zxYvzZmL8, 7 
BChzoI1W8jA, 7 
DHEOF_rcND8, 7 
GI6CfKcMhjY, 7 
zUzd9KyIDrM, 7 
YQRHrco73g4, 7 
Oj3-xeX0qeo, 7 
arZZw8NyPq8, 7 
QHg9VVkE9Bk, 7 
bQ1rgGHvwI4, 7 
sDeMfL8Ib9A, 7 
nYMl1izXMdA, 7 
KsASkh130dA, 7 
JEz1qGS0T1Q, 7 
C9HcBzLd234, 7 
lA6V7bxI7Rk, 7 
iArXv64tCJA, 7 
ZD0UfiJTkVM, 7 
fWNaR-rxAic, 7 
c18441Eh_WE, 7 
iEe_eraFWWs, 7 
FNF9rWzA9WU, 7 
5uV6dI6QunA, 7 
qX6SydAB7T8, 7 
p4E6KtQg_z0, 7 
xaGpq897Nx0, 7 
6oAqOFz6QsU, 7 
mOYZaiDZ7BM, 7 
ZALtzTmPz-E, 7 
tG590A79_IU, 7 
V4HNIbDn4K4, 7 
5ZHXYnGVlcg, 7 
Pm2kamyoe-M, 7 
cg4Ceo8tVu8, 7 
FL4HSiGvk68, 7 
m8Z3xFnxc54, 7 
scGd4fmGrTE, 7 
ggyC0FOzqHM, 7 
h_L4Rixya64, 7 
HmyGaFij9A8, 7 
K7O9W7Y0sAE, 7 
U46vCsmSMZA, 7 
kYmg2dqhxY0, 7 
XIuCVPA6qOE, 7 
8XC1R1cNwUA, 7 
eXldgzeuj1k, 7 
v0CYB5V9e64, 7 
9hhMUT2U2L4, 7 
RoPYK1SlCN0, 7 
OPSWJ9y6bX0, 7 
0YVvcTIGy40, 7 
DWY6ua2HD9Y, 7 
2Njn5SskYgQ, 7 
vwGp16NXgQU, 7 
8i3p5y2u7-I, 7 
Wzv6ObXj_wk, 7 
BfBYQT4NDHM, 7 
00vy0OtK0eY, 7 
qcFQB8XPrko, 7 
KTGR0Ycw1Ho, 7 
wY55CdGx4H0, 7 
pXRviuL6vMY, 7 
YCKO1qgotHY, 7 
e84065Amss0, 7 
urLsbc2Xp_0, 7 
Q0n8kl9h8uk, 7 
DqSrj8kcfXs, 7 
xZYHehC7TVc, 7 
_CGrdBtZ-rc, 7 
S2lGl7egR70, 7 
q4q4WzYV338, 7 
wd9ih62Uun4, 7 
YkORKjMQgWg, 7 
Khyn41ci9ho, 7 
DaJ492Pzp_U, 7 
xYbegBLLhYU, 7 
HC7p5PjrC1E, 6 
A4SgZaEVToU, 6 
C9e43Ok-L68, 6 
ZTidn2dBYbY, 6 
aIXyKmElvv8, 6 
a5irTX82olg, 6 
wDjeBNv6ip0, 6 
C2cMG33mWVY, 6 
hHKzuWb9DjE, 6 
-sNWKbnaFkg, 6 
oKOtzIo-uYw, 6 
2_rY6gn7GNM, 6 
ljPFZrRD3J8, 6 
3Q9rewnLFYw, 6 
unfzfe8f9NI, 6 
xGytDsqkQY8, 6 
JVxe5NIABsI, 6 
FQlAEiCb8m0, 6 
Mc-p1z-ruPs, 6 
17ozSeGw-fY, 6 
4NRXx6U8ABQ, 6 
F5FEj9U-CJM, 6 
VTOGbSLdgUk, 6 
XpEpXmG_qGE, 6 
c3DVKxEq-c4, 6 
W_m-kWYmUG0, 6 
Bzt8K6LUiQo, 6 
tbNlMtqrYS0, 6 
BboMpayJomw, 6 
psuRGfAaju4, 6 
v8q52lrKMV8, 6 
S9z3gv3MWaM, 6 
W8r-tXRLazs, 6 
n5h0qHwNrHk, 6 
571BuZeeQjE, 6 
aI6rp_n9DEc, 6 
PSKQ3ZNQ_O8, 6 
-UYgORr5Qhg, 6 
FrLequ6dUdM, 6 
uB1D9wWxd2w, 6 
a3lcGnMhvsA, 6 
CdqoNKCCt7A, 6 
hCuMWrfXG4E, 6 
P5ZJui3aPoQ, 6 
6Ux6SlOE9Qk, 6 
eo1M9_8VnxI, 6 
4TnAKurylA8, 6 
mrZRURcb1cM, 6 
g4ouPGGLI6Q, 6 
u1V8YRJnr4Q, 6 
ZWijx_AgPiA, 6 
